FONTE;GRUPO ;PAYER ACCOUNT ID;LINKED ACCOUNT ID;ACCOUNT NAME;CÓDIGO ODIN;ASSINATURA ODIN;CLIENTE;CLIENTE UNIFICADO;POC;DIVISÃO;MULTICLOUD;CATEGORIA;CONTA;NUVEM;Receita;SUBCATEGORIA;TIPO DE COBRANÇA;CLIENTE;CLE;CNPJ;NOME CLIENTE;CÓDIGO ODIN;ASSINATURA ODIN;Payer AccountId;Cliente;CONTRATO PMC
CONSUMO AWS;Reserva;81216335578;593910893587;rsv_ink;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;614134884005;reserva-nonprod;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;685461041177;Reserva;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;719666735069;bawclothing;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;755178516913;RESERVA_DEV;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;773378790710;RESERVA_PRD;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;819192997142;RESERVA_ANALYTICS;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;821967650535;RESERVA_DEVOPS;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;823209934375;oficina;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;887078864516;RESERVA_SECURITY_AUDIT;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;890742601221;LABS_PRD;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;954235587561;RESERVA_NETWORK;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;Reserva;81216335578;975050336165;OFICINA_DEV;1134715;1305473;RESERVA;RESERVA;NÃO;CORP;SIM;001 - Cliente;Reserva;AWS;Com Receita;Cliente;Odin;RESERVA;3583800019;16.590.234/0020-39;AZZAS 2154 AS;1134715;1305473;81216335578;RESERVA;1134715
CONSUMO AWS;AMPLIMED;89472865701;89472865701;awsmaster;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;AMPLIMED;89472865701;133680872721;Dev Amplimed;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;AMPLIMED;89472865701;151353332608;Amplisoftware Tecnologia;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;AMPLIMED;89472865701;156041431381;BI;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;AMPLIMED;89472865701;224705773958;Beta Amplimed;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;AMPLIMED;89472865701;715006237840;Amplimed;1147435;1345510;AMPLIMED;AMPLIMED;NÃO;CORP;SIM;001 - Cliente;AMPLIMED;AWS;Com Receita;Cliente;Odin;AMPLIMED;2345688040002;21.661.781/0001-35;AMPLISOFTWARE TECNOLOGIA LTDA;1147435;1345510;89472865701;AMPLIMED;1147435
CONSUMO AWS;Grupo Petropolis;100196269432;17820684047;Grupo Petropolis SA - Imcopa;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;25066284000;Grupo Petropolis SA - IaC Dev;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;26090510785;Grupo Petropolis SA - Imcopa SA;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;47253560651;Grupo Petropolis SA - GP Promotores;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;47955338157;Grupo Petropolis SA - SAP Dev;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;69893569476;Grupo Petropolis SA - GP Promotores PRD;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;100196269432;Grupo Petropolis SA - Manager;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;110863734492;Grupo Petropolis SA - Network;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;139448062892;Grupo Petropolis SA - SAP Applications;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;139759112420;Grupo Petropolis SA - Comunicacao Corporativa;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;158624148211;Grupo Petropolis SA - Lab Ind;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;203918839887;Grupo Petropolis SA - GP Promotores QAS;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;225989340385;Grupo Petropolis SA - Boleto Hibrido;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;311141561517;Grupo Petropolis SA - Integracao SAP Cielo;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;381492238951;Grupo Petropolis SA - GP Lake Dev;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;390403899184;Grupo Petropolis SA - POC NDR;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;SIM;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;458935167673;Grupo Petropolis SA - Observability;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;460080537504;Grupo Petropolis SA - RR;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;471112704515;Grupo Petropolis SA - Data Lake;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;476114154544;Grupo Petropolis SA - Automacao SAP Dev;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;522599130921;Grupo Petropolis SA - SAP Prd;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;529088263185;Grupo Petropolis SA - Backup GP;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;543928327186;Grupo Petropolis SA - Citrix;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;545408341605;Grupo Petropolis SA - GP Gestao;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;557634501035;Grupo Petropolis SA - Airflow;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;562328446235;Grupo Petropolis SA - LIS;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;565393048280;Grupo Petropolis SA - Shared Services Infra PRD;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;565393072840;Grupo Petropolis SA - Sites Institucionais QAS;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;577638356396;Grupo Petropolis SA - Be Compliance;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;585768173722;Grupo Petropolis SA - PetraBOT POC;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;SIM;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;593793059709;Grupo Petropolis SA - GP Vendas DEV;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;599784830150;Grupo Petropolis SA - SAP Qas;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;637423231151;Grupo Petropolis SA - Compliance;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;640168423074;Audit;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;654654616448;Grupo Petropolis SA - AutoAtendimento SNOW Dev;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;661003908653;Grupo Petropolis SA - TI;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;692679976567;Grupo Petropolis SA - Citrix;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;721322061170;Grupo Petropolis SA - UiPath;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;727646496875;Grupo Petropolis SA - RH SQL;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;746669238950;Grupo Petropolis SA - GP Promotores DEV;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;774305585702;Grupo Petropolis SA - POC Tenable One;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;SIM;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;794038228517;Grupo Petropolis SA - GP Lake Prd;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;834496633168;Grupo Petropolis SA - Industrial;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;851725217839;Grupo Petropolis SA - Arquitetura;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;851725539919;Grupo Petropolis SA - DevOps;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;861276078727;Grupo Petropolis SA - Boleto Hibrido DEV;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;867162639155;Grupo Petropolis SA - Notifier;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;888577040394;Grupo Petropolis SA - Sites institucionais;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
CONSUMO AWS;Grupo Petropolis;100196269432;891376950889;Grupo Petropolis SA - Memoria Corporativa;1122507;1291864;GRUPO PETROPOLIS;GRUPO PETROPOLIS;NÃO;CORP;SIM;001 - Cliente;Grupo Petropolis;AWS;Com Receita;Cliente;Odin;GRUPO PETROPOLIS;82704620310;73.410.326/0055-53;CERVEJARIA PETROPOLIS S A;1122507;1291864;100196269432;GRUPO PETROPOLIS;1122507
